Question,Answer,Topic,Keywords
i got married before 3 years but iam not still pregnant . my height 5.3 inch weight 62 . bladder outline are normal. uterus measures 7.6*3.2*3.3 right ovary 3.4*3.5 left ovary 3.8*3.9 no fluid in pouch of doghlas,Hi I think the bladder lining has nothing to do with the pregnancy. I want to know the number of follicles in your ovary. I think you should get yourself evaluated first. Do a thyroid profile and prolactin levels and an ultrasound for follicles count. Get a semen analysis test done for your husband. You can go for ovulation induction after these reports. You can take medicines for growth of your eggs and also some medicines to support your pregnancy.,Pregnancy,"ovulation, semen analysis"
"Hi I am 33 yrs old, here is my semen analysis report . Please tell me if there is any abnormal in this report and how can it be cured. Volumn",you are having asthenospermia count is also on lower side one report is not enough medicines available for asthenospermia for infertility it is advisable to take treatment for both the partners simultaneously to increase chance of pregnancy treatment to be continued till you get result of treatment get consultation and a clinical examination to rule out varicocele the known factor to cause asthenospermia to be operated if present,Pregnancy,"infertility, fertility, sperm, semen analysis"
my husband has semen analysis and report say viscosity viscous sperm 18 million liquefication 30 mins color greyish white< comments at the end,"HAI, As per your result it is an infertility condition. Azoospermia means absences of sperm. That is no production of sperm. If sperm is not present than ultimately it leads to the condition Infertility. No need to worry. Kindly rule out the cause for the infertility by consulting an infertility specialist. Some condition can treat by following proper diet, exercsie and healthy lifestyle. Thank you hope I answered your query.",Pregnancy,"infertility, fertility, sperm, semen analysis"
i had done a semen analysis and this was the result,"Hi All semen parameters except motility are normal in this report. Sperm motility should be 50 % out which 25% should be rapidly progressive. Also, there are high number of ABCs which suggests infection. Consult urologist. He may advise you antibiotic course to clear infection. Antioxidants will be helpful. Once infection is cleared motility will also improve. It will be better if you get ROS test done. Take care.",Pregnancy,"sperm, semen analysis"
"Sir gd morning,my semen volume is 2.5,colour- Milky White,ph-Alkaline,Viscocity-Viscous,Liquification time-35 min.,Total Sperm Count-64 %,Pus Cells-1-2,Progressive Motility-40%,Non Progressive","Hello, Thanks for your query, based on the facts and report of your semen analysis that you have posted I would like to state that your semen analysis is normal as compared to WHO standards as far as morphology, sperm count and motility of sperm is concerned. The presence of puss cell indicate infection of either seminal vesicle or prostate. This can be cured by taking antibiotics like Doxycycline twice daily for three weeks",Pregnancy,"sperm, semen analysis"
iam 33 yrs old.i have 7yrs boy. my problem is my husband is staying in u.a.e.we are trying for second baby whenever he comes for vacation.he will stay for 2months only .iam not getting pregrany.wat is the reason.please give me suggestion,"Hi, Thanks for asking. Understand your concern. Get both of you medically checked up/get ovulation study done husbands semen analysis done. Before he comes on holidays. Also finish needful treatment before meeting. Apart from treatment advise dafter investigations (if any)Start folic acid 5\u00a0mg tablet /day capsule Evian 200\u00a0mg daily by both partners. Ovulation day can be known by LH surge test. Have unprotected sex for 5-6 days for the test result. Pregnancy test can be done after 8 days delay in period by home pregnancy test... to confirm pregnancy. Thanks.",Pregnancy,"ovulation, semen analysis"
"We have been married for the past two years, and have no children as yet. My Husband has gone through a Semen Analysis the result are as under","Hi .... According to WHO guideline normally semen should have ..... Motility 40% Active motile 32%Morphology ideally >30%, strictly >4%Count minimum 15 million per ml. So your semen report is absolutely normal.... The only positive finding is presence of few pus cells... Clinical correlation necessary for that ... If needed antibiotic can be given to clear infection... You can reproduction according to report.... So don't worry. Take care",Pregnancy,semen analysis
"Hi, recently I did a Semen Analysis Test and my count is 55 million per ml. Please advise this is enough to do the fertility","A semen analysis evaluates certain characteristics of a male semen and the sperm contained in the semen. Sperm count, or sperm concentration to avoid mix up, measures the concentration of sperm in a men ejaculate, distinguished from total sperm count, which is the sperm count multiplied with volume. Anything over 20 million sperm per milliliter is considered normal. The average sperm count today is around 60 million per milliliter in the Western world, having decreased by 1-2% per year from a substantially higher number decades ago.",Pregnancy,"fertility, sperm, semen analysis"
hi my endometrium thickness is 9.2mm can i get pregnant easily plz help me,"Hi, The information provided by you is not at all sufficient. When was your last period, what day of your cycle was the endometrial thickness 9.2 MMS., what is the size of the dominant follicle in the ovary, semen analysis report of your husband etc. All these factors having bearing on your possibility of conceiving. Endometrium alone is not the factor deciding possibility of becoming pregnant. Endometrium between 6 MMS. To 12 MMS. Is adequate for conceiving, provided it has increased in thickness during the cycle and has not remained constant in thickness, along with triple line sign on ultrasound examination, which states that the endometrial thickening is favorable. Wish you all the best.",Pregnancy,semen analysis
What is the Treatment in the analysis of following report semen analysis report Quantity,"Hi, Thanks for your query. I have read your query & I understand your concerns. 1) You have low live sperm count in your report. It is called oligospermia. This is a condition where there are no sperms in the semen. 2) You have to do following blood tests",Pregnancy,"sperm, semen analysis"
"hello dr imarried 2 years no child all the test is normal. follicular cyst in ovary. semen test volume 2.5ml, self liquification not liquified, count 106million/ml, motility 40%, non-motility 40%, sluggish 20% ,viscosity high pregnancy chance?","Hi I have gone through your question. Your semen analysis has normal volume, normal count. Liquefaction time should be less than 20 mins, if not liquified then it should be investigated. Motility 40% is slightly below normal, but 40% is not bad as far as fertility is concern. So consult a urologist regarding liquefaction time. Hope I answered your question. Would be happy to help you further. Take care.",Pregnancy,"fertility, semen analysis"
I have a semen Volume of 10 motility of 35 and quantitty of 7 Can I get my gf pregnant naturally I have a semen Volume of 10 motility of 35 and quantitty of 7 Can I get my gf pregnant naturally? i am 31 yearss old and my soon to be wife is 23...,Hello your sperm count should be a minimum of 20 million with at least 30% of fast motile sperms. Your count in your report is 10 million right? What you can do is get a repeat semen analysis after 4th 5 days of abstinence. Sometimes one report is not correct to do inadequate abstinence or infection. If your repeat analysis also shows a low count then get a semen culture done and see a male infertility specialist. Do not worry you will have a baby.,Pregnancy,"infertility, fertility, sperm, semen analysis"
"Hi Doctor, This is Madhavi Age","Hello Jadhav MARRIED 5 years ago but no issue. So first get in ultrasound of your ovaries as well as other reproductive organs. Write down complete detailed menstrual history. Endometrium thickness, position of uterus, hormones level, or any gynecological disease. Also attach report of your husband SEMEN analysis. Without these reports, it is not possible to comment anything about your infertility. Upload all reports. Hope this will help you.",Pregnancy,"infertility, fertility, semen analysis"
gudpm.doc my husband is 33 yrs old.we are already 2 yrs married but still we dont have a baby.this is the result of my husband semen analysis Vol,"Hello your husbands semen analysis is normal in the count and motility. However, there are some red cells and pus cells. Your husband should get a semen culture, maybe there is some infection which needs to be treated. Thereafter once your husbands semen report is normal you should get a few tests done for yourself as well. Get an appointment with an infertility specialist who can guide to step by step.",Pregnancy,"infertility, fertility, semen analysis"
"Dear Sir, As per below seman Examination Plz suggest Treatment","Hello, Thanks for query. Based on the report of your semen analysis that you have posted I would state that you have Oligospermia meaning there by that your sperm count is low (15 million/ml) as compared to WHO standards(40-50 millions/ml). Following general measures will help you to increase sperm count.1) Practice regular exercise for 45 minutes followed by meditation for 1/2 an hour in the morning. 2) Take high protein diet rich in vegetables and fruits and vitamin A, C,D, E.and Zinc 3)Take anti oxidants like Almonds 5-6 every day. 4) Avoid alcohol and smoking. Taking Camphene once daily does help to increase sperm count",Pregnancy,"sperm, semen analysis"
My semen analysis shows,"Hi I have gone through your question. Your semen analysis has Normal countLiquefaction time below 60! But what is the time. Normal liquefaction time is 20-30 mins, more than that is abnormal.5-6 Pus cells suggest infection. Motility is near to normal. Morphology is below normal. 70% should be at least. I would advise taking antibiotics of fluoroquinolone group for 10 days, and consult urologist, repeat test after 10 days. Hope I answered your question. Would be happy to help you further. Take care.",Pregnancy,semen analysis
"I am a 29 years old man , married since two and a half years. My semen analysis shows a sperm count of 30 million and motility score of 130. How can i increase my sperm count and motility score to increase chances of fertility?","Hello. Thanks for writing to us. To enhance your sperm count and its motility, some simple lifestyle changes that can help you are",Pregnancy,"fertility, sperm, semen analysis"
"I have my semen report,in the report it is saying as below","Hello Reddy. Your semen analysis report shows a lower sperm count and semen volume. Probably the motility is also low (low quality semen in the report). This may be due to several causes. I believe the test was done as part of work-up for infertility. You need to be seen by a urologist who will perform an examination and suggest some further tests. Remember, the cut-off of 20 million sperms/ml for fertility is not absolute, just a guideline to help in treatment. Your partner will also need to be evaluated by a gynecologist. Good luck.",Pregnancy,"infertility, fertility, sperm, semen analysis"
i am 30 years old and i make semen analysis and i found the test result as the following,"Hello, Thanks for your query, based on the facts and reports of your semen analysis that you have posted I can say that all the parameters of semen are within normal acceptable range of WHO standards except the presence of 4-6 WBC which suggest infection either in Seminal vesicle or Prostate. Please take broad spectrum antibiotics like Doxycycline twice daily for one month and repeat the semen analysis after one month. To be rest assured that infection has been fully controlled",Pregnancy,semen analysis
"Hi, after physical examination by Urologist Doctor, he said there is grade 1 and grade 3 varicocele...the one on the left is bigger. Recent SMF results","Hello, Thanks for query. Your family Physician on clinical examination has diagnosed you to have bilateral Varicocele.However, this needs to be confirmed by Ultrasound Scanning and color Doppler study of scrotum to decide about the future mode of treatment. Your semen analysis reveals low sperm count (Oligospermia) which may be due to Varicocele. Varicocele impairs the temperature balance of testis required for production of sperms resulting into low production of sperms. Correcting Varicocele by surgery helps to increase sperm count",Pregnancy,"sperm, semen analysis"
hi my semen report is,"Hello, Thanks for your query, based on the report of your semen analysis that you have posted it appears that you have what is called as Oligoasthanozoospermia meaning there by that your sperm count and motility of sperm is very low to impregnate your wife. The presence of pus cells suggests infection ether prostate or seminal vesicle . Please consult qualified Infertility Specialist for further treatment",Pregnancy,"infertility, fertility, sperm, semen analysis"
i have been ttc last 6 years my semen analysis shows following,"Hello, Thanks for query. Based on the report that you have posted I would say that you have Asthenospermia. Truly speaking there are no medications that can increase sperm motility.However, following general measures help to improve sperm motility.1) Practice regular exercise for 45 minutes followed by meditation for 1/2 an hour in the morning.2) Take high protein diet rich in vegetables and fruits and vitamin A, C,D, E.and Zinc3)Take anti oxidants like Almonds 5-6 every day.4) Avoid alcohol and smoking. Taking Clomiphebne once a day may help to improve sperm motility",Pregnancy,"sperm, semen analysis"
"Hi DocI have kids from previous marriage, my wife has a child from previous marriage too. We have been married for almost two years now but there are no signs of her conceiving at all. What could be the problem? We are desparately looking for a baby.","Hi I have gone through your question. You both have kid from previous relationship, so I would suggest doing 1. Histosalpingography HSG for your partner to rule out tubal blockage or any other pathology.2, ovulation profile. For you semen analysis. After these reports consult your gynecologist for further management. Hope I answered your question. Would be happy to hero you further. Take care.",Pregnancy,"ovulation, tubal, semen analysis"
"Hi team, I have got my semen analysis done yesterday and following is the result","Hello, Thanks for your query, based on the facts and report of your semen analysis that you have posted it appears that your semen parameters are within normal range of WHO standards, However the agglutination of sperm is suggestive of either due to infection or presence of Anti Sperm antibodies. Which could be the cause of infertility. Please get your blood tests for presence of anti sperm antibodies and semen culture done to rule out presence of infection done. Further treatment will depend upon findings of these tests",Pregnancy,"infertility, fertility, sperm, semen analysis"
my fiance was told that he has low sperm count and that his chances of having a child are slim so if he gets off more than once can that help our chances of having a child,"There are many known causes for male infertility. The initial diagnostic test is a semen analysis. Studies suggest that normal fertility is associated with sperm counts of > 48 million/mL with a motility of > 63%, with > 12% having normal morphology. Subfertility is seen when sperm counts are There is a genetic component, usually, with azoospermia (absence of sperm) or oligospermia (low sperm count). However, there may be other reasons such as low testosterone levels. Other disorders of the testes are often associated with impaired spermatogenesis (low sperm production). In any case of impaired fertility, consultation with a fertility specialist to determine the exact cause of infertility. Increased frequency of ejaculation does not increase your chances of becoming pregnant. Be well.",Pregnancy,"infertility, fertility, sperm, semen analysis"
"I am female 40 years old, I have some problem since 9 years, tried to have pregnant for 7 times and I had a baby girl, now my fsh examination ELCIA assays is 12 and my lh is 2.9 Ca any one explain to me if I can try again, if there a chance for me???","Hello, You check your AMH and astral follicle count on day 2 of period for ovarian reserve. If the results are normal you can get pregnant. Do serum TSH and serum prolactin then do HSG on day 8th, then do follicular study after taking Camphene from day 2 under gynecologist till follicle size increases to 18 mm and ruptures then GUI for early results. Hope I have answered your query. Let me know if I can assist you further.",Pregnancy,"ovarian reserve, amh"
My Semen analysis report,"Hi, Sperm analysis looks at different (but not all) aspects of the semen. It is important to remember that men with normal semen results may have difficulty conceiving and men with abnormal results may not. In terms of your results",Pregnancy,"sperm, semen analysis"
Yes I am just trying to get some information about fertility . Me and my husband have been ttc for 3yrs and no luck. We have 1 kid and he is now 6. I dont know if I should see my family physician or obgyn or to go to a fertility doctor,"Hello, Thanks for your query. You should most definitely consult a Fertility Specialist. Trying to conceive for more than one year is a definition of infertility. You should have your tubal patency assessed via HSG or laparoscopy and hysteroscopy. Your husbands' semen analysis should be done. Also, your ovulation status should be documented. Take regular folic acid supplements and maintain ideal Mistake care.",Pregnancy,"infertility, fertility, conceive, ovulation"
hiii Doc..I am Ali from India.. I get married 10 months ago..but could not impregnent my wife.. I tried Semenogram test. Results are as follows,"Hello, Thanks for your query, based on the report of semen analysis that you have posted it appears that your semen report revealed low sperm count (Oligospermia) as per WHO standards and presence of 7-10 pus cells which suggest infection either Seminal Vesicle or Prostate. You need to take broad spectrum antibiotics like Doxycycline for 6-8 weeks along with medicines prescribed by your family physician. Repeat semen analysis after two months",Pregnancy,"sperm, semen analysis"
"Hi, im 19 male . 175 cm . 78 kg .i ve bilateral varicocele .. I had scrotal high resolution ultra sonography &color duplex .. They revealed","Hello, Thanks for query. Based on the report of your ultrasound scanning and color Doppler study of your scrotum and Semen analysis report that you have uploaded I would like to state that you have bilateral grade 2 Varicocele. However, your semen analysis report is absolutely within normal range as per WHO standards. Answers to your queries are detailed below .1) You have grade 2 Varicocele 2) Surgery for Varicocele is advised only in a situation when person is infertile and have Varicocele which is presumed to be a cause for infertility. You do not need surgery now 3)Yes you can practice sport of your choice 4)Avoid the exercise that will increase intro abdominal pressure like Weight lifting, pull-ups etc",Pregnancy,"infertility, fertility, semen analysis"
"Hi sir,Today I got my semen analysis test done and I have three questions","Hai, as your semen report indicates low volume and poor motility and pus cells indicates infection.I will advise you to rule out the cause for the above-mentioned condition and take proper medication and treatment. Along with that follow healthy lifestyle and diet. Avoid stress, alcohol,tobacco.kindly consult an infertility specialist to rule out the reason for the above-mentioned semen condition. Thank you hope I answered your query.",Pregnancy,"infertility, fertility, semen analysis"
sir my husband semen analysis reports comments are,"Hello, Thanks for query. Based on the facts and gross report of semen of your husband I can state that he is facing problem of Azospermia meaning there by that his Testicles are not producing normal sperms at all. He needs to consult qualified urologist for clinical examination to rule out hypogonadism and get his Testicular Biopsy done to confirm whether testicles are producing sperms or not. Further investigations will be decided by him based on result of the Testicular Biopsy findings",Pregnancy,"sperm, semen analysis"
"Hi Dr, I am Hauwa, 80kg, 1.73cm and 30 yr old female. did a pelvic scan today (being trying to conceive for 6 months now - had a c/s a yr ago but lost the baby). Adnexae/POD","Hi I have gone through your question. Your ultrasound shows significant inflammatory tissue suggesting pelvic inflammatory disease PID. PID is the major cause of infertility, may cause tubal blockage, ovarian adhesion and many more. I would advise consulting a gynecologist for the same and he/she would be proper person to treat it. Hope I have answered your question. Would be happy to help you further. Take care.",Pregnancy,"infertility, fertility, conceive, tubal"
"hi doctor,my age is 39 years, weight is 75 kgs, height is 5.8please note my semen analysis,sperm count 70 mil/mLmotility","Hi Baby, Thanks for your query. I read your query and I understand your concerns. Following is my reply",Pregnancy,"sperm, semen analysis"
"sir i m 26years old.i get married before 6 months but my wife did not conceive yet. my semen analysis report is this, duration of abstinence is 4 days, volume 3.0ml, ph","Hi I have gone through your question. Your semen analysis shows 40% rapid progression 40% and sperm count is absolutely normal. Other parameters also normal. Your side is OK. I would assist to consult gynecologist for your wife s report, ovulation profile, thyroid profile, histosalpingography HSG to rule out any pathology. Hope I answered your question. Would be happy to help you further. Take care.",Pregnancy,"conceive, ovulation, sperm, semen analysis"
My semen analysis report,"Hello, Firstly, color, odor, turbidity all are within normal limit. The sperm count is within normal limit (Normal is >20 million /ml as per WHO 2009). The motility of the sperm is quite ok (normal total motility is >40% as per WHO 2009). The sperms with normal morphology is also quite ok (normal is 4% as per WHO 2009). All others are within normal limit. Overall, your semen report is within normal limit.",Pregnancy,"sperm, semen analysis"
"Hello doctor,My semen analysis shows","Hi, If you do not have symptoms of urinary infection like burning, frequency of urination, blood in urine or semen, you need not take any medicines. Immature sperms also appear like pus cells on microscopy. One good option is to repeat the semen analysis after one week. Do not keep abstinence from more than two to three days before the next analysis. If pus cells are again seen in the high count, we may have to repeat semen culture for routine bacteria, as well as tuberculous bacilli and then decide accordingly. If you have any of the symptoms described above, you can repeat semen culture once more and take antibiotics accordingly. I hope this helps.",Pregnancy,"sperm, semen analysis"
"Hello doctor,I am a 36-year-old male. I previously had a chlamydia infection and was successfully treated. Will such previous infection interfere or affect my fertility? I recently had a scrotal examination and the results were normal.","Hello. Chlamydia infection persistence or recurrence can definitely cause an apparent increase in the pus cell and WBC count in the seminal fluid which can easily decrease the total sperm count and its quality. If you have been treated it is good, but again it takes 90 days for new spermatids to form adults and become functionally mature for fertilization. It is always best to get a repeat semen analysis and culture done to be sure that there is no repeat or recurrence of chlamydia infection if you have been sexually active post your previous examination or if your partner was not treated along with you.",Pregnancy,"fertility, sperm, semen analysis"
"Hi doctor,My T hormone is 157 dl and prolactin is 22. My sperm is 28 million and normal morphology. The scan showed normal testis size but grade l varicocele both sides but I have erection dysfunction and no sensation in my penis.","Hi, Your serum testosterone levels are on the lower side. But the semen analysis is good. So do not take hormone replacement now. If you take testosterone supplementation, chances of decreased sperm count are there. Grade one varicocele does not require treatment unless it causes changes in semen analysis or scrotal pain. You need a workup for your erectile dysfunction. See your urologist.",Pregnancy,"sperm, semen analysis"
"Hi doctor,My partner had a semen analysis and it showed agglutination stage 2 moderate. Can someone help explain his results?",Hello. Sperm agglutination is basically agglutination or sticking of sperm head and tail. If the agglutination percentage increases then this could prevent sperms in fertilizing the ovum. If the counts are normal and motility is good then there is no need to get worried. Some laboratories have started using staging for this agglutination. But having positive agglutination does not mean that semen sample has some serious issue.,Pregnancy,"sperm, semen analysis"
How did advancements in medical knowledge during the Renaissance era impact understandings of menstruation?,"Renaissance-era anatomists and physicians contributed to more accurate anatomical descriptions of the female reproductive system, shaping early medical knowledge about menstruation.",Pregnancy,"menstruation, reproductive system, Understanding, Impact"
Hai i am suresh in tamilnadu wife in bangalore. marage3yearslater but baby no doctors my family big so main problam baby my amily 3 month time last wareing doctor pls goide proper advice.IAM MIDLE CLASS FAMILY SIR I DONOENGLISH MY WIFE ENGLISH &KANADA,"Hi Mr Suresh, From your notes I understand that you have been married for 3\u00a0years and do not have a baby yet. What is the age of your wife? What is her weight and height? Are her periods regular? First register with infertility specialist and do basic infertility investigations. Hormone tests and Fallopian tube patency tests for your wife and semen analysis for you. You can be treated based on the results. Ask your wife to take folic acid once daily. To improve your chances of pregnancy your wife should maintain normal BMI. Both should quit smoking (if smoking) and have intercourse at least three times in a week. I hope I have answered to your satisfaction.",Pregnancy,"infertility, fertility, semen analysis"
"Good evening sir,i am a 33 yrs old male and i got married six years ago. i am a childless. the following are my semen analysis details. Volume 4.0 mlColour Grey WhitepH 8.0Viscosity NormalLiquefaction 40 minutesCount -- Less than 1 millions/mlMotility","Hello, In your Semen analysis report, abnormal things are less account as compared to normal which is 20 million/ml. Immobile sperms are 75% as compared to normal which is motility should be more than 40%. In the case of morphology it shows normal values, pH is also good. Varicocele is one of the causes of infertility. In most of the cases' fertility comes back after the varicocele operation but as per your report I think that there will be another reason for this abnormal semen report. So, I will suggest you to consult to Infertility clinic with the reports. Hope I have answered your query. Let me know if I can assist you further.",Pregnancy,"infertility, fertility, sperm, semen analysis"
hi just woundered if you could tell me whats up iv bin having lower abdominol pain during sex i have had this before and when i went to see my doc he said my right tube was blocked iv since had tht removed and now having the same pain could u help me?,"Hi. The commonest cause is Pelvic Inflammatory Disease, the causes of it are many. Another reason can be due to your own fear too. Get a proper diagnosis by a Gynecologists opinion, internal manual examination to elicit the site of pain-this is most important but not elicited by many. Tubal blockage do not cause this. Then go for ultrasonography and / CT scan whatever is felt necessary by your Doctor. Get a full course of antibiotic and anti-inflammatory medicines to get a cure. A proper diagnosis always helps in a guided treatment.",Pregnancy,tubal
i am 27 year old got married in 2008 jan we have being trying for an issue from the last 6 7 months bt havent succeded i have done my ultra sound and husbands semen analysis and all the reports are normal i am very eagar to conceive what should i do??,"Hello As per your query regarding get conception. There are lots of things involves in conception.First Semen analysis is normal, and also you have done Ultrasound also and it's also normal. Now you need to check your ovulation status as ovum ruptures time to time and it has been matures or not. Such things also have to concentrate in it.1. Need to have intercourse nearby ovulation2. Check as semen do not come out from vagina after intercourse.3. Good relations and love while intercourse leads good results.4. Vaginal infection or any heat atmosphere also make die sperms before conception.Also, more micro things need to counselling for the cause and solution. You can contact nearby infertility expert or can contact for online consultation too.",Pregnancy,"infertility, fertility, conceive, conception"
Hi last night i mastubrated and blood came out with the semen i am worried as ut happened with me first time in my life. I am having a fever aswell from last two days please help me what may be the reason . As i am going for urine its coming smoothly.,"Hi, I have gone through your query. Blood in semen is known as hematospermia. It is common for a man to experience blood in semen in lifetime. It usually goes away of its own. Since you are having fever along with it, infection can be suspected like prostatitis, epididymitis or urethritis and prostate cancer in men above 40 years. I advise you to see a doctor for prostate examination and investigations like semen analysis and urine test for the source of blood. Do consider positive feedback as a credit to my work. Let me know if you have any further questions. You can contact me on my page http",Pregnancy,"sperm, semen analysis"
"Hi, I am 29 year old, last 3 months I am getting delay in period. I am planning for a child, but every month home pregency test result is -ve.This month one week before due i got light bleeding but still i have not recieved symtptoms of getting period.",Hi I think you may get your periods in few days. Even then if you are suspecting that you are pregnant you can do a urine pregnancy test at home if your periods don't come in time. I think you should go for evaluation. Do a thyroid profile and prolactin levels and an ultrasound. A semen analysis of your husband should also be done. After these things are normal you can try for 3 to 6 months. If it doesn't work out then you can take medicines for inducing ovulation. Consult a doctor. Hope I have answered your question.,Pregnancy,"ovulation, semen analysis"
i want to know that sex during periods is harmful or not. aur kya pregnancy karni ho toh yehi time better hota hai . because i want to be pregnant and last 6 months me and my husband tried but no result should be come. please suggest kaise possible hai,"Hi, Thanks for writing. In a 28-day period, 14th day is the day of ovulation. Fertile period is 8-18th day. So having intercourse between 12th to 16th day helps in attaining pregnancy. After trying for pregnancy spontaneously for 1 year if it is unsuccessful, both have to get evaluated to detect the cause of infertility. Husband has to get a semen analysis done, and you have to get a scan done to see for ovulation and some blood tests. Hope I have answered your query. Good day.",Pregnancy,"infertility, fertility, ovulation, semen analysis"
i have notice that whenever i meet my wife all that come is something that look like water and it does not smell like sperm could there be something wrong with me? can i be able to impregnate my wife? is there a way of treatment i will under go? thanks,"Hello, Thanks for your query, based on the facts that you have posted it appears that you have watery discharge from penis when you meet your wife. This watery discharge is normal mucus secreted by per urethral glands located in urethra which get stimulated on sexual thoughts or stimulation. There is nothing to be worried about it. Please get your semen analysis done to know sperm count, motility and morphology of sperms to confirm whether you will be able to impregnate your wife or not",Pregnancy,"sperm, semen analysis"
"I had sex with my gf last night, I had no groin pain and my sperm looked normal, today we had intercourse again and my right side above my penis near my bladder hurts and my right testical, also my sperm was dark yellow. What could this be? Please help.","Pain might have occurred due to muscle pull/stretch during the intercourse/ blunt injury unknowingly during the act. So, Muscle relaxant with a painkiller will help you a lot. Regarding your color of semen, it sometimes varies normally & during infection. So, please for semen analysis if you have any doubts or any symptoms like burning sensation/frequency/pain while urinating. All the best.",Pregnancy,"sperm, semen analysis"
"please i dont know why my wife can not get pregnant, after the doctors said my semen have low count i can not pregnant my wife, but for now i have taken a lot of medical treatments and my semen count now is okay but yet my wife can not get pregnant why?","I have gone through your question. As you said that your semen analysis is normal now. But to conceive both reports should be normal. If you have not done your wives report then do ovulation profile, thyroid profile, histosalpingography HSG. These reports help to find any pathology if its there and then consult a gynecologist for her. Hope I answered your question. Would be happy to help you further. Take care.",Pregnancy,"conceive, ovulation, semen analysis"
"Hi Dr,Good morning. I am on a infertility treatment. I am suppose to give the semen collection today for test.But last night, when I was at sleep the semen got automatically squeezed out. So shall i give my semen collection today or later. Please advice","Hai, you can't use that semen sample automatically came out. The time between collection of the semen sample and lab analysis should not exceed 3 hours. You should follow certain instruction for proper semen analysis report without any error. Sexual abstinence for 2 to 5 days. Use masturbation technique to collect sample(other possible technique)don't use any soap like lubricant because it will contaminate the sample. Collection container should be sterile. Sample collection in the lab is preferable. Contact the lab personnel to have more idea to collect semen sample. THANK EUROPE I ANSWERED YOUR QUERY",Pregnancy,"infertility, fertility, semen analysis"
"1.Hi,is it true that if you take femiplan for amonth or two then stop you can get pregnant easpecially if u are a ttc.2. been ttc for 4months now,i took clomid first dose but got my pees thismonth on 7th jan should i wait or take another dose,next month?","Hi actually Milan is a contraceptive pill, and you can conceive only after stopping the pill. If you take it for 1 to 2 months, it will help in synchronized growth of follicles and prevent any cyst formation. So in some ways it can help in conceiving in the cycles after stopping the pill. You can take closed for 6 cycles but if it fails you need to move further. Get yourself evaluated. Do a thyroid profile and prolactin levels and an ultrasound for follicles growth. Also, a tubal patency test will be required. For your husband semen analysis should be done. After all this you can go for GUI",Pregnancy,"conceive, clomid, tubal, semen analysis"
"hi, i went to semen analysis, my sperm concentration is 18.7 millions/ml, reaction pH is 8.0, Rapid Progressive 22%, moderately progressive 16%, sluggishly 11%, non motile 51%, morphology- normal and fructose (qualitative) - present. Is the report normal?","Hello, Thanks for your query, based on the facts that you have posted it appears that you have what is termed as Oligospermia meaning there by that your sperm count is low as per WHO standards . Rest of the parameters like motility and morphology is within normal limits. Since you have not mentioned rest of the findings like presence or absence of pus cells, RBC etc., I can not make precise comments. Please repeat your semen analysis after one month with due care of abstinence for 3- 4 days before collecting semen sample for analysis and post detail report to make precise comments",Pregnancy,"sperm, semen analysis"
we had semen analysis test we got the report.it followsPH is 8.0Volume is 3.5 cu.coCount = 72Active=50%Weak =5%Dead= 40% and also teh wrote there giant head sperm.What u mean by this.it is Harmful?WC - 0.2/HDSthis report is normal.or there is any problem.,"Hello and. As a Urologist, I fully understand your concern. Your semen analysis report is suboptimal sperms. We don't usually comment on one report only, but always ask to repeat this test, after a gap of 3-4 weeks, following 2 days without sex. Normal sperm count needed for pregnancy is 20 million/ml. Semen. Active sperms, is living sperms, which should be more than 60%. Normal sperms should have normal shape and size, of more than 60%. Giant head is an abnormal shape, which should be less than 5%. You may send the repeat report here, on my name, for an expert opinion.",Pregnancy,"sperm, semen analysis"
actually my wife already had gone folicul study in 2 times. last time she got ruptured but she didn t conceive. i have also done my semen analysys and my reports are normal. can u tell me why she is not able to concieve a baby. because we need a baby asap,"Hi I have gone through your question. Your wife follicular study and your semen analysis normal, But I would advise you to do Histosalpingography HSG to rule out any fallopian tube blockage. If reports finds normal then continue with natural method, do intercourse in fertile period on alternate days, continue this at least for 3/4 cycles. Then consult a gynecologist if you could not get success. Hope I have answered your question. Would be happy to help you further. Take care.",Pregnancy,"conceive, semen analysis"
Can lipitor harm sperm rate? We where able to get pregnant befor these meds that did result in a miscarriage but nothing in a year? Also if you get pregnant and miscarry can this be either parents to blame or just the mother as the egg was fertilized? Thx,"Hi I have gone through your question. Lipitor is cholesterol lowering agent, it does not harm sperm count. If you had pregnancy before and had miscarriage then one investigation I would suggest is histosalpingography HSG to rule out tubal blockage. As blockage is common after miscarriage. For miscarriage rather than to blame anyone, is better to find the reason. At first miscarriage no need to worry but if it happens 2/3 time then one has to rule chromosomal abnormalities, Torch inf (toxoplasmosis, rubella, cytomegalovirus, herpes). Hope I answers your question. Would be happy to help you further. Take care.",Pregnancy,"tubal, sperm, miscarriage"
