item_id,seed_id,category,style,source_text_en,gold_condition,ar_text,ar_translator_id,ar_reviewer_id,ar_validation_status,ar_notes
fert-013_ambiguous,fert-013,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to conceive).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-013_emotionally_concerned,fert-013,fertility,emotionally_concerned,I am really worried and scared about trying to conceive. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-014_canonical,fert-014,fertility,canonical,askingi have been married for 1 year and 4 months i have trying to get pregnant only for 6 monthes as before i was using condoms im asking shall i go to doctor shall my husband go and should i stay after sex in bed and altjougj staying sperms fall,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-014_clinical,fert-014,fertility,clinical,I have concerns about trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-014_layperson,fert-014,fertility,layperson,We have been trying for a baby and I worry about trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-014_indirect_cultural,fert-014,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-014_ambiguous,fert-014,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to get pregnant).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-014_emotionally_concerned,fert-014,fertility,emotionally_concerned,I am really worried and scared about trying to get pregnant. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-015_canonical,fert-015,fertility,canonical,ok so i just came on my period yesterday on the 12th it was suppose to be on the 14th but my period comes when she wants. Anyways I usually am on for 7 days and Im trying to get pregnant so when should I try to get pregnant. When will I be ovulating?,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-015_clinical,fert-015,fertility,clinical,I have concerns about trying to get pregnant and ovulation.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-015_layperson,fert-015,fertility,layperson,We have been trying for a baby and I worry about trying to get pregnant and ovulation.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-015_indirect_cultural,fert-015,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to get pregnant and ovulation.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-015_ambiguous,fert-015,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to get pregnant and ovulation).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-015_emotionally_concerned,fert-015,fertility,emotionally_concerned,I am really worried and scared about trying to get pregnant and ovulation. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-016_canonical,fert-016,fertility,canonical,"Hi, i ve been ttc for exactly one year now. Last month i started taking pregnacare conception . i m wondering if i can also take evening primrose oil together with pregnacare. if yes, is there a particular time in my cycle to take epo? Please advice.",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-016_clinical,fert-016,fertility,clinical,I have concerns about TTC.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-016_layperson,fert-016,fertility,layperson,We have been trying for a baby and I worry about TTC.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-016_indirect_cultural,fert-016,fertility,indirect_cultural,Family-building has not happened yet; this relates to TTC.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-016_ambiguous,fert-016,fertility,ambiguous,Something feels wrong with our ability to conceive (TTC).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-016_emotionally_concerned,fert-016,fertility,emotionally_concerned,I am really worried and scared about TTC. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-017_canonical,fert-017,fertility,canonical,Hii i am 33 yes old married since 3 yrs and trying to get pregnant since last2 years.i was given ovulation induction tablets and injection Luperide.UCG was done 3 months back to check the fallopian tubes but there also everything was ok.Please advice,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-017_clinical,fert-017,fertility,clinical,I have concerns about trying to get pregnant and ovulation.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-017_layperson,fert-017,fertility,layperson,We have been trying for a baby and I worry about trying to get pregnant and ovulation.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-017_indirect_cultural,fert-017,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to get pregnant and ovulation.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-017_ambiguous,fert-017,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to get pregnant and ovulation).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-017_emotionally_concerned,fert-017,fertility,emotionally_concerned,I am really worried and scared about trying to get pregnant and ovulation. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-018_canonical,fert-018,fertility,canonical,"i want to get pregnant and iam trying to conceive since 6 months my cycle is 35 to 40 days before i get my periods my breast is very painful to touch please suggest me and wen is the best time to intercoursethanks akkiMy age is 26 Height 5 2""weight 57",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-018_clinical,fert-018,fertility,clinical,I have concerns about trying to conceive and weight.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-018_layperson,fert-018,fertility,layperson,We have been trying for a baby and I worry about trying to conceive and weight.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-018_indirect_cultural,fert-018,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to conceive and weight.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-018_ambiguous,fert-018,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to conceive and weight).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-018_emotionally_concerned,fert-018,fertility,emotionally_concerned,I am really worried and scared about trying to conceive and weight. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-019_canonical,fert-019,fertility,canonical,"hi, i was on depo and i had my last injection in december, me and my fiancee have decided we would like to start a family. I have started having my period its been normal for about 8-9 months now but still nothing, could of the depo made me infertile?",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-019_clinical,fert-019,fertility,clinical,I have concerns about infertility.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-019_layperson,fert-019,fertility,layperson,We have been trying for a baby and I worry about infertility.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-019_indirect_cultural,fert-019,fertility,indirect_cultural,Family-building has not happened yet; this relates to infertility.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-019_ambiguous,fert-019,fertility,ambiguous,Something feels wrong with our ability to conceive (infertility).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-019_emotionally_concerned,fert-019,fertility,emotionally_concerned,I am really worried and scared about infertility. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-020_canonical,fert-020,fertility,canonical,"Hi, myself klml & m 26yrs old. I had a missed abortion in 2nd month and was treated through D&C on 27th Oct. My doc suggested for Ecosprin 75 & Folic acid when Ttc next. Please advice when can i try to conceive now & should i start taking Ecosprin 75?",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-020_clinical,fert-020,fertility,clinical,I have concerns about TTC and conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-020_layperson,fert-020,fertility,layperson,We have been trying for a baby and I worry about TTC and conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-020_indirect_cultural,fert-020,fertility,indirect_cultural,Family-building has not happened yet; this relates to TTC and conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-020_ambiguous,fert-020,fertility,ambiguous,Something feels wrong with our ability to conceive (TTC and conceive).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-020_emotionally_concerned,fert-020,fertility,emotionally_concerned,I am really worried and scared about TTC and conceive. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-021_canonical,fert-021,fertility,canonical,"i have a ton of phlegm in my chest and lost my voice. just a nasty cold. i am also trying to get pregnant-any suggestions of things i can take so i can get my voice back to normal? i feel fine, and when i cough, i am coughing up some nasty green stuff",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-021_clinical,fert-021,fertility,clinical,I have concerns about trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-021_layperson,fert-021,fertility,layperson,We have been trying for a baby and I worry about trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-021_indirect_cultural,fert-021,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-021_ambiguous,fert-021,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to get pregnant).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-021_emotionally_concerned,fert-021,fertility,emotionally_concerned,I am really worried and scared about trying to get pregnant. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-022_canonical,fert-022,fertility,canonical,"I am Rajesh, married and age is 37 ,facing in fertility problem . Ishowed to manipal and they tested everything and said everything is fine ,not able to diagnose the problem.They tested me and my wife completely but they could not find out the reason.",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-022_clinical,fert-022,fertility,clinical,I have concerns about fertility.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-022_layperson,fert-022,fertility,layperson,We have been trying for a baby and I worry about fertility.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-022_indirect_cultural,fert-022,fertility,indirect_cultural,Family-building has not happened yet; this relates to fertility.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-022_ambiguous,fert-022,fertility,ambiguous,Something feels wrong with our ability to conceive (fertility).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-022_emotionally_concerned,fert-022,fertility,emotionally_concerned,I am really worried and scared about fertility. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-023_canonical,fert-023,fertility,canonical,"Hi doctor,I am trying to conceive for the last four months. I have consulted my gynecologist and she found that I am having PCOS. She suggested me to take Ovares plus. Is it fine to take?",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-023_clinical,fert-023,fertility,clinical,I have concerns about PCOS and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-023_layperson,fert-023,fertility,layperson,We have been trying for a baby and I worry about PCOS and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-023_indirect_cultural,fert-023,fertility,indirect_cultural,Family-building has not happened yet; this relates to PCOS and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-023_ambiguous,fert-023,fertility,ambiguous,Something feels wrong with our ability to conceive (PCOS and trying to conceive).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-023_emotionally_concerned,fert-023,fertility,emotionally_concerned,I am really worried and scared about PCOS and trying to conceive. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-024_canonical,fert-024,fertility,canonical,"Hello doctor,I am trying to conceive for the last 2.5 years but not successful. I was on Fertisure F and Ovabless for six months and discontinued because I did not see any results and I am diagonsed with PCOS. I am now on Carbimazole 5 mg for hyperthyroidism.",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-024_clinical,fert-024,fertility,clinical,I have concerns about PCOS and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-024_layperson,fert-024,fertility,layperson,We have been trying for a baby and I worry about PCOS and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-024_indirect_cultural,fert-024,fertility,indirect_cultural,Family-building has not happened yet; this relates to PCOS and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-024_ambiguous,fert-024,fertility,ambiguous,Something feels wrong with our ability to conceive (PCOS and trying to conceive).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-024_emotionally_concerned,fert-024,fertility,emotionally_concerned,I am really worried and scared about PCOS and trying to conceive. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-025_canonical,fert-025,fertility,canonical,"Hi doctor,I am a 30 year old female. I have been trying to conceive for a year with endometriosis on ovary. My husband is 32 and normal. My AMH is 1.85. I am planning to get laparoscopic surgery. Can laparoscopic surgery reduce my AMH further more? What should I do?",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-025_clinical,fert-025,fertility,clinical,I have concerns about endometriosis and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-025_layperson,fert-025,fertility,layperson,We have been trying for a baby and I worry about endometriosis and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-025_indirect_cultural,fert-025,fertility,indirect_cultural,Family-building has not happened yet; this relates to endometriosis and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-025_ambiguous,fert-025,fertility,ambiguous,Something feels wrong with our ability to conceive (endometriosis and trying to conceive).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-025_emotionally_concerned,fert-025,fertility,emotionally_concerned,I am really worried and scared about endometriosis and trying to conceive. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-026_canonical,fert-026,fertility,canonical,"I have induced my period last month due to its delay after confirming no pregnancy. This month as well period us delay by a week, but urine pregnancy says negative, should i induce periods every month?? Iam trying to get pregnant, after taking treatment for hypothyroid",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-026_clinical,fert-026,fertility,clinical,I have concerns about trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-026_layperson,fert-026,fertility,layperson,We have been trying for a baby and I worry about trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-026_indirect_cultural,fert-026,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-026_ambiguous,fert-026,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to get pregnant).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-026_emotionally_concerned,fert-026,fertility,emotionally_concerned,I am really worried and scared about trying to get pregnant. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-027_canonical,fert-027,fertility,canonical,"My wife is trying to get pregnant, should we abstain from intercourse while she is having her period?",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-027_clinical,fert-027,fertility,clinical,I have concerns about trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-027_layperson,fert-027,fertility,layperson,We have been trying for a baby and I worry about trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-027_indirect_cultural,fert-027,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-027_ambiguous,fert-027,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to get pregnant).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-027_emotionally_concerned,fert-027,fertility,emotionally_concerned,I am really worried and scared about trying to get pregnant. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-028_canonical,fert-028,fertility,canonical,"My wife is trying to get pregnant, but hasn't been able to so far. Could PCOS be the cause of it?",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-028_clinical,fert-028,fertility,clinical,I have concerns about PCOS and trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-028_layperson,fert-028,fertility,layperson,We have been trying for a baby and I worry about PCOS and trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-028_indirect_cultural,fert-028,fertility,indirect_cultural,Family-building has not happened yet; this relates to PCOS and trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-028_ambiguous,fert-028,fertility,ambiguous,Something feels wrong with our ability to conceive (PCOS and trying to get pregnant).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-028_emotionally_concerned,fert-028,fertility,emotionally_concerned,I am really worried and scared about PCOS and trying to get pregnant. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-029_canonical,fert-029,fertility,canonical,"My female family members are using the MHS pads, are they making themselves infertile?",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-029_clinical,fert-029,fertility,clinical,I have concerns about infertility.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-029_layperson,fert-029,fertility,layperson,We have been trying for a baby and I worry about infertility.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-029_indirect_cultural,fert-029,fertility,indirect_cultural,Family-building has not happened yet; this relates to infertility.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-029_ambiguous,fert-029,fertility,ambiguous,Something feels wrong with our ability to conceive (infertility).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-029_emotionally_concerned,fert-029,fertility,emotionally_concerned,I am really worried and scared about infertility. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-030_canonical,fert-030,fertility,canonical,"I'm trying to get pregnant, but I haven't been able to. Could PCOS be the reason?",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-030_clinical,fert-030,fertility,clinical,I have concerns about PCOS and trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-030_layperson,fert-030,fertility,layperson,We have been trying for a baby and I worry about PCOS and trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-030_indirect_cultural,fert-030,fertility,indirect_cultural,Family-building has not happened yet; this relates to PCOS and trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-030_ambiguous,fert-030,fertility,ambiguous,Something feels wrong with our ability to conceive (PCOS and trying to get pregnant).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-030_emotionally_concerned,fert-030,fertility,emotionally_concerned,I am really worried and scared about PCOS and trying to get pregnant. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
