item_id,seed_id,category,style,source_text_en,gold_condition,ar_text,ar_text_slang_eg,ar_translator_id,ar_reviewer_id,ar_validation_status,ar_notes
fert-016_canonical,fert-016,fertility,canonical,"Hi, i ve been ttc for exactly one year now. Last month i started taking pregnacare conception . i m wondering if i can also take evening primrose oil together with pregnacare. if yes, is there a particular time in my cycle to take epo? Please advice.",Infertility | https://www.nhs.uk/conditions/infertility/,"مرحبًا، أحاول الحمل منذ سنة بالضبط. بدأت الشهر الماضي تناول pregnacare conception، وأتساءل هل يمكنني أيضًا تناول evening primrose oil معه. وإذا كان ممكنًا، فهل يوجد وقت محدد في الدورة لتناول EPO؟ أرجو النصيحة.","مرحبًا، بحاول أحمل من سنة بالضبط. بدأت الشهر الماضي تناول pregnacare conception، وأتساءل هل أقدر كمان تناول evening primrose oil معه. ولو كان ممكنًا، فهل يوجد وقت محدد في الدورة لتناول EPO؟ ياريت النصيحة.",ChatGPT 5.6-Sol,Sep,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-016_clinical,fert-016,fertility,clinical,"Patient trying to conceive for exactly 1 year; started Pregnacare Conception supplement last month. Inquires about concurrent use of evening primrose oil (EPO) and, if appropriate, optimal cycle timing for EPO administration.",Infertility | https://www.nhs.uk/conditions/infertility/,"تحاول المريضة الحمل منذ سنة كاملة، وبدأت الشهر الماضي مكمل Pregnacare Conception. تسأل عن إمكانية استخدام evening primrose oil ‏(EPO) بالتزامن معه، وعن التوقيت الأمثل خلال الدورة إذا كان مناسبًا.","المريضة بتحاول تحمل من سنة كاملة، وبدأت الشهر الماضي مكمل Pregnacare Conception. تسأل عن إمكانية استخدام evening primrose oil ‏(EPO) بالتزامن معه، وعن التوقيت الأمثل خلال الدورة لو كان مناسبًا.",ChatGPT 5.6-Sol,Oct,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-016_layperson,fert-016,fertility,layperson,"Hi, I've been trying to conceive for exactly one year now. Last month I started taking Pregnacare Conception. I'm wondering if I can also take evening primrose oil along with it. If so, is there a specific time in my cycle I should take it? Please advise.",Infertility | https://www.nhs.uk/conditions/infertility/,"مرحبًا، أحاول الحمل منذ سنة بالضبط. بدأت الشهر الماضي تناول Pregnacare Conception. هل يمكنني أيضًا تناول evening primrose oil معه؟ وإذا كان ممكنًا، فهل يوجد وقت محدد من الدورة ينبغي أن أتناوله فيه؟ أرجو النصيحة.","مرحبًا، بحاول أحمل من سنة بالضبط. بدأت الشهر الماضي تناول Pregnacare Conception. هل أقدر كمان تناول evening primrose oil معه؟ ولو كان ممكنًا، فهل يوجد وقت محدد من الدورة لازم باخده فيه؟ ياريت النصيحة.",ChatGPT 5.6-Sol,Nov,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-016_indirect_cultural,fert-016,fertility,indirect_cultural,"Hi, we've been hoping for a baby for exactly a year now, and last month I started a fertility supplement. I'm wondering if I can add another natural supplement alongside it, and if there's a right time in my cycle to take it. Please advise.",Infertility | https://www.nhs.uk/conditions/infertility/,"مرحبًا، نأمل في طفل منذ سنة كاملة، وبدأت الشهر الماضي تناول مكمل للخصوبة. أفكر في إضافة مكمل طبيعي آخر معه؛ فهل يمكن ذلك، وهل يوجد وقت مناسب من الدورة لتناوله؟ أرجو النصيحة.","مرحبًا، نفسنا في طفل من سنة كاملة، وبدأت الشهر الماضي تناول مكمل للخصوبة. بفكر في إضافة مكمل طبيعي آخر معه؛ فهل ممكن ده، وهل يوجد وقت مناسب من الدورة لتناوله؟ ياريت النصيحة.",ChatGPT 5.6-Sol,Dec,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-016_ambiguous,fert-016,fertility,ambiguous,"I started a supplement last month while trying for a baby, and I'm wondering if I can add another one, and whether timing in my cycle matters — please advise.",Infertility | https://www.nhs.uk/conditions/infertility/,"بدأت مكملًا الشهر الماضي أثناء محاولة الحمل، وأفكر في إضافة مكمل آخر. هل يمكن ذلك، وهل يهم توقيته خلال الدورة؟ أرجو النصيحة.","بدأت مكملًا الشهر الماضي أثناء محاولة الحمل، وبفكر في إضافة مكمل آخر. هل ممكن ده، وهل يهم توقيته خلال الدورة؟ ياريت النصيحة.",ChatGPT 5.6-Sol,Jan,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-016_emotionally_concerned,fert-016,fertility,emotionally_concerned,"I'm hopeful but want to do this right — I've been trying to conceive for exactly a year, started Pregnacare Conception last month, and I'm wondering if I can add evening primrose oil too, and when in my cycle to take it. Please advise.",Infertility | https://www.nhs.uk/conditions/infertility/,"أشعر بالأمل وأريد أن أفعل الأمر بطريقة صحيحة؛ أحاول الحمل منذ سنة بالضبط، وبدأت Pregnacare Conception الشهر الماضي، وأتساءل هل يمكنني إضافة evening primrose oil ومتى أتناوله خلال الدورة. أرجو النصيحة.","حاسّة بالأمل وعايزة أعمل الموضوع صح؛ بحاول أحمل من سنة بالضبط، وبدأت Pregnacare Conception الشهر الماضي، وأتساءل هل أقدر إضافة evening primrose oil وإمتى باخده خلال الدورة. ياريت النصيحة.",ChatGPT 5.6-Sol,Feb,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-017_canonical,fert-017,fertility,canonical,Hii i am 33 yes old married since 3 yrs and trying to get pregnant since last2 years.i was given ovulation induction tablets and injection Luperide.UCG was done 3 months back to check the fallopian tubes but there also everything was ok.Please advice,Infertility | https://www.nhs.uk/conditions/infertility/,"مرحبًا، عمري 33 عامًا ومتزوجة منذ 3 سنوات، ونحاول الحمل منذ سنتين. تناولت أقراصًا لتحفيز الإباضة وحقنة Luperide، وأُجري فحص HSG قبل 3 أشهر للتأكد من سلامة قناتي فالوب وكانت النتيجة طبيعية. أرجو النصيحة.","مرحبًا، عندي 33 سنة ومتجوزة من 3 سنين، وبنحاول يحصل حمل من سنتين. خدت أقراصًا لتحفيز التبويض وحقنة Luperide، وأُجري فحص HSG قبل 3 شهور للتأكد من سلامة قناتي فالوب وكانت النتيجة طبيعية. ياريت النصيحة.",ChatGPT 5.6-Sol,Mar,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-017_clinical,fert-017,fertility,clinical,"33-year-old patient, married 3 years, attempting conception for 2 years; treated with ovulation induction tablets and Luperide injection. HSG (tubal patency study) performed 3 months prior showed normal fallopian tubes. Requests further guidance.",Infertility | https://www.nhs.uk/conditions/infertility/,"مريضة تبلغ 33 عامًا، متزوجة منذ 3 سنوات وتحاول الحمل منذ سنتين. تلقت أقراص تحفيز الإباضة وحقنة Luperide، وأظهر فحص HSG لسلامة قناتي فالوب قبل 3 أشهر نتائج طبيعية. تطلب مزيدًا من الإرشاد.","مريضة عندها 33 سنة، متجوزة من 3 سنين وبتحاول تحمل من سنتين. تلقت أقراص تحفيز التبويض وحقنة Luperide، وبيّن فحص HSG لسلامة قناتي فالوب قبل 3 شهور نتائج طبيعية. تطلب مزيدًا من الإرشاد.",ChatGPT 5.6-Sol,Apr,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-017_layperson,fert-017,fertility,layperson,"Hi, I'm 33, married for 3 years, and have been trying to get pregnant for the last 2 years. I was given ovulation induction tablets and a Luperide injection. A tube test was done 3 months ago and everything was fine there too. Please advise.",Infertility | https://www.nhs.uk/conditions/infertility/,"مرحبًا، عمري 33 عامًا ومتزوجة منذ 3 سنوات، ونحاول الحمل منذ سنتين. وصفوا لي أقراصًا لتحفيز الإباضة وحقنة Luperide. وأجريت فحصًا للأنابيب قبل 3 أشهر وكانت النتيجة طبيعية أيضًا. أرجو النصيحة.","مرحبًا، عندي 33 سنة ومتجوزة من 3 سنين، وبنحاول يحصل حمل من سنتين. وصفوا لي أقراصًا لتحفيز التبويض وحقنة Luperide. وعملت فحص لعشانابيب قبل 3 شهور وكانت النتيجة طبيعية كمان. ياريت النصيحة.",ChatGPT 5.6-Sol,May,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-017_indirect_cultural,fert-017,fertility,indirect_cultural,"I'm 33, married three years, and have been hoping for a child for the past two years. I've had fertility medications and an injection, and a test done a few months back on my tubes came back fine too. Please advise us on what's next.",Infertility | https://www.nhs.uk/conditions/infertility/,"عمري 33 عامًا ومتزوجة منذ ثلاث سنوات، ونأمل في طفل منذ سنتين. استخدمت أدوية للخصوبة وحقنة، كما أُجري فحص للأنابيب قبل بضعة أشهر وكانت النتيجة طبيعية. أرجو إرشادنا إلى الخطوة التالية.","عندي 33 سنة ومتجوزة من تلات سنين، ونفسنا في طفل من سنتين. استخدمت أدوية للخصوبة وحقنة، كما أُجري فحص لعشانابيب قبل بضعة شهور وكانت النتيجة طبيعية. ياريت إرشادنا إلى الخطوة التالية.",ChatGPT 5.6-Sol,Jun,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-017_ambiguous,fert-017,fertility,ambiguous,"We've been trying for two years, I've had some fertility treatments already, and a test a few months ago came back fine too — please advise what's next.",Infertility | https://www.nhs.uk/conditions/infertility/,"نحاول منذ سنتين، وقد خضعت لبعض علاجات الخصوبة، كما كانت نتيجة فحص أُجري قبل بضعة أشهر طبيعية. ما الخطوة التالية؟","بنحاول من سنتين، وقد خضعت لبعض علاجات الخصوبة، كما كانت نتيجة فحص أُجري قبل بضعة شهور طبيعية. ما الخطوة التالية؟",ChatGPT 5.6-Sol,Jul,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-017_emotionally_concerned,fert-017,fertility,emotionally_concerned,"I'm 33 and losing hope — we've been trying for 2 years, I've had ovulation induction tablets, a Luperide injection, and even my tube test 3 months ago came back fine. Please, what should we do next?",Infertility | https://www.nhs.uk/conditions/infertility/,"عمري 33 عامًا وبدأت أفقد الأمل؛ نحاول الحمل منذ سنتين، وقد تناولت أقراص تحفيز الإباضة وحقنة Luperide، وحتى فحص الأنابيب قبل 3 أشهر كان طبيعيًا. أرجوكم، ماذا نفعل بعد ذلك؟","عندي 33 سنة وبدأت أفقد الأمل؛ بنحاول يحصل حمل من سنتين، وقد خدت أقراص تحفيز التبويض وحقنة Luperide، وحتى فحص اعشانابيب قبل 3 شهور كان طبيعيًا. ياريتم، ماذا نفعل بعد كده؟",ChatGPT 5.6-Sol,Aug,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-018_canonical,fert-018,fertility,canonical,"i want to get pregnant and iam trying to conceive since 6 months my cycle is 35 to 40 days before i get my periods my breast is very painful to touch please suggest me and wen is the best time to intercoursethanks akkiMy age is 26 Height 5 2""weight 57",Infertility | https://www.nhs.uk/conditions/infertility/,"أريد الحمل ونحاول منذ 6 أشهر. طول دورتي من 35 إلى 40 يومًا، وقبل نزولها يصبح ثدياي مؤلمين جدًا عند اللمس. أرجو إرشادي إلى أفضل وقت للعلاقة. عمري 26 عامًا، وطولي 5 أقدام وبوصتان ووزني 57 كجم.","عايزة الحمل وبنحاول من 6 شهور. طول دورتي من 35 إلى 40 يومًا، وقبل نزولها يصبح ثدياي مؤلمين أوي عند اللمس. ياريت إرشادي إلى أفضل وقت للعلاقة. عندي 26 سنة، وطولي 5 أقدام وبوصتان ووزني 57 كجم.",ChatGPT 5.6-Sol,Sep,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-018_clinical,fert-018,fertility,clinical,"26-year-old patient (5'2"", 57kg) attempting conception for 6 months; reports long menstrual cycles (35–40 days) and pronounced premenstrual breast tenderness. Requests guidance on optimal timing for intercourse.",Infertility | https://www.nhs.uk/conditions/infertility/,"مريضة تبلغ 26 عامًا، طولها 5 أقدام وبوصتان ووزنها 57 كجم، وتحاول الحمل منذ 6 أشهر. تفيد بدورات طويلة مدتها 35 إلى 40 يومًا وألم شديد في الثديين قبل الحيض، وتطلب إرشادًا بشأن التوقيت الأمثل للجماع.","مريضة عندها 26 سنة، طولها 5 أقدام وبوصتان ووزنها 57 كجم، وبتحاول تحمل من 6 شهور. تفيد بدورات طويلة مدتها 35 إلى 40 يومًا وألم شديد في الثديين قبل الحيض، وعايزة إرشادًا بشأن التوقيت الأمثل للجماع.",ChatGPT 5.6-Sol,Oct,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-018_layperson,fert-018,fertility,layperson,"I want to get pregnant and I've been trying for 6 months. My cycle is 35 to 40 days long, and before my period my breasts are very painful to touch. Please suggest when the best time for us to try would be. I'm 26, 5'2"", 57 kg.",Infertility | https://www.nhs.uk/conditions/infertility/,"أريد الحمل ونحاول منذ 6 أشهر. دورتي تستمر من 35 إلى 40 يومًا، وقبلها يصبح ثدياي مؤلمين جدًا عند اللمس. أرجو إخباري بأفضل وقت للمحاولة. عمري 26 عامًا، وطولي 5 أقدام وبوصتان ووزني 57 كجم.","عايزة الحمل وبنحاول من 6 شهور. دورتي تستمر من 35 إلى 40 يومًا، وقبلها يصبح ثدياي مؤلمين أوي عند اللمس. ياريت إخباري بأفضل وقت للمحاولة. عندي 26 سنة، وطولي 5 أقدام وبوصتان ووزني 57 كجم.",ChatGPT 5.6-Sol,Nov,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-018_indirect_cultural,fert-018,fertility,indirect_cultural,"We've been hoping for a baby for six months now. My cycle runs long, about 35 to 40 days, and my chest gets quite tender before my monthly comes. Please suggest the best time for us to try.",Infertility | https://www.nhs.uk/conditions/infertility/,"نأمل في طفل منذ ستة أشهر. دورتي طويلة، نحو 35 إلى 40 يومًا، ويصبح صدري حساسًا جدًا قبل نزولها. أرجو اقتراح أفضل وقت للمحاولة.","نفسنا في طفل من ستة شهور. دورتي طويلة، حوالي 35 إلى 40 يومًا، ويصبح صدري حساسًا أوي قبل نزولها. ياريت اقتراح أفضل وقت للمحاولة.",ChatGPT 5.6-Sol,Dec,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-018_ambiguous,fert-018,fertility,ambiguous,"My cycle runs longer than usual, around 35-40 days, and I get a specific symptom beforehand each time — when would be the best time for us to try for a baby?",Infertility | https://www.nhs.uk/conditions/infertility/,"دورتي أطول من المعتاد، نحو 35 إلى 40 يومًا، ويظهر لدي عرض محدد قبلها كل مرة. متى يكون أفضل وقت للمحاولة من أجل الحمل؟","دورتي أطول من المعتاد، حوالي 35 إلى 40 يومًا، ويظهر عندي عرض محدد قبلها كل مرة. إمتى يكون أفضل وقت للمحاولة من أجل الحمل؟",ChatGPT 5.6-Sol,Jan,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-018_emotionally_concerned,fert-018,fertility,emotionally_concerned,"I'm 26 and really want this to work — we've been trying for 6 months, my cycle is 35 to 40 days, and my breasts get very painful before my period. Please tell me the best time to try.",Infertility | https://www.nhs.uk/conditions/infertility/,"عمري 26 عامًا وأريد بشدة أن تنجح المحاولة؛ نحاول منذ 6 أشهر، ودورتي من 35 إلى 40 يومًا، ويصبح ثدياي مؤلمين جدًا قبل نزولها. أرجو إخباري بأفضل وقت للمحاولة.","عندي 26 سنة وأريد أوي أن تنجح المحاولة؛ بنحاول من 6 شهور، ودورتي من 35 إلى 40 يومًا، ويصبح ثدياي مؤلمين أوي قبل نزولها. ياريت إخباري بأفضل وقت للمحاولة.",ChatGPT 5.6-Sol,Feb,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-019_canonical,fert-019,fertility,canonical,"hi, i was on depo and i had my last injection in december, me and my fiancee have decided we would like to start a family. I have started having my period its been normal for about 8-9 months now but still nothing, could of the depo made me infertile?",Infertility | https://www.nhs.uk/conditions/infertility/,"مرحبًا، كنت أستخدم Depo، وكانت آخر حقنة في ديسمبر. قررت أنا وخطيبي تكوين أسرة، وقد عادت دورتي وأصبحت منتظمة منذ نحو 8 إلى 9 أشهر، لكن الحمل لم يحدث. هل يمكن أن تكون حقن Depo قد سببت لي العقم؟","مرحبًا، كنت باستخدم Depo، وكانت آخر حقنة فيهاسمبر. قررت أنا وخطيبي أكوّن أسرة، وقد عادت دورتي وأصبحت منتظمة من حوالي 8 إلى 9 شهور، بس الحمل محصلش. ممكن تكون حقن Depo قد سببت لي العقم؟",ChatGPT 5.6-Sol,Mar,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-019_clinical,fert-019,fertility,clinical,"Patient with history of Depo-Provera use, last injection administered in December; menstrual periods resumed and have been normal for 8–9 months. Currently attempting conception with partner without success. Inquires whether prior Depo use may have caused infertility.",Infertility | https://www.nhs.uk/conditions/infertility/,"لدى المريضة تاريخ من استخدام Depo-Provera، وكانت آخر حقنة في ديسمبر. عادت الدورة وأصبحت منتظمة منذ 8 إلى 9 أشهر، وهي تحاول الحمل مع شريكها من دون نجاح. وتسأل عما إذا كان استخدام Depo سابقًا قد سبب العقم.","المريضة عندها تاريخ مع استخدام Depo-Provera، وكانت آخر حقنة فيهاسمبر. عادت الدورة وأصبحت منتظمة من 8 إلى 9 شهور، وهي بتحاول تحمل مع شريكها من غير نتيجة. وبتسأل هل استخدام Depo سابقًا قد سبب العقم.",ChatGPT 5.6-Sol,Apr,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-019_layperson,fert-019,fertility,layperson,"Hi, I was on Depo-Provera and had my last injection in December. My fiancée and I have decided to start a family. My periods have come back and have been normal for about 8–9 months now, but still nothing's happened. Could the Depo shot have made me infertile?",Infertility | https://www.nhs.uk/conditions/infertility/,"مرحبًا، كنت أستخدم Depo-Provera وكانت آخر حقنة في ديسمبر. قررت أنا وخطيبي أن نبدأ تكوين أسرة. عادت دورتي وأصبحت طبيعية منذ نحو 8 إلى 9 أشهر، لكن لم يحدث حمل حتى الآن. هل يمكن أن تكون حقنة Depo قد جعلتني عقيمة؟","مرحبًا، كنت باستخدم Depo-Provera وكانت آخر حقنة فيهاسمبر. قررت أنا وخطيبي أن نبدأ أكوّن أسرة. عادت دورتي وأصبحت طبيعية من حوالي 8 إلى 9 شهور، بس محصلش حمل لحد دلوقتي. ممكن تكون حقنة Depo قد جعلتني عقيمة؟",ChatGPT 5.6-Sol,May,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-019_indirect_cultural,fert-019,fertility,indirect_cultural,"Hi, I was on a birth control injection until December, and my partner and I have decided we're ready for a child. My cycle came back and has been normal for about 8–9 months, but nothing has happened yet. Could that injection have affected my ability to have children?",Infertility | https://www.nhs.uk/conditions/infertility/,"مرحبًا، كنت أستخدم حقنة لمنع الحمل حتى ديسمبر، وقررنا أنا وشريكي أننا مستعدان لطفل. عادت دورتي وكانت منتظمة منذ نحو 8 إلى 9 أشهر، لكن الحمل لم يحدث. هل يمكن أن تكون الحقنة قد أثرت في قدرتي على الإنجاب؟","مرحبًا، كنت باستخدم حقنة لمنع الحمل حتى ديسمبر، وقررنا أنا وشريكي أننا مستعدان لطفل. عادت دورتي وكانت منتظمة من حوالي 8 إلى 9 شهور، بس الحمل محصلش. ممكن تكون الحقنة قد أثرت في قدرتي على الحمل؟",ChatGPT 5.6-Sol,Jun,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-019_ambiguous,fert-019,fertility,ambiguous,"I stopped a form of birth control a while back, my cycle's been normal for several months since, but nothing's happened while we've been trying — could the birth control have caused a lasting issue?",Infertility | https://www.nhs.uk/conditions/infertility/,"توقفت عن وسيلة لمنع الحمل منذ فترة، وعادت دورتي إلى الانتظام منذ عدة أشهر، لكن الحمل لم يحدث رغم المحاولة. هل يمكن أن تكون الوسيلة قد سببت أثرًا مستمرًا؟","توقفت عن وسيلة لمنع الحمل من فترة، وعادت دورتي إلى الانتظام من كام شهر، بس الحمل محصلش رغم المحاولة. ممكن تكون الوسيلة قد سببت أثرًا مستمرًا؟",ChatGPT 5.6-Sol,Jul,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-019_emotionally_concerned,fert-019,fertility,emotionally_concerned,"I'm scared — I was on Depo until December, my periods have been normal for 8-9 months since, but we still haven't conceived. Could the Depo have made me infertile?",Infertility | https://www.nhs.uk/conditions/infertility/,"أنا خائفة؛ كنت أستخدم Depo حتى ديسمبر، ودورتي منتظمة منذ 8 إلى 9 أشهر بعد ذلك، لكننا لم ننجح في الحمل. هل يمكن أن تكون حقن Depo قد سببت لي العقم؟","أنا خايفة؛ كنت باستخدم Depo حتى ديسمبر، ودورتي منتظمة من 8 إلى 9 شهور بعد كده، بس إحنا منجحناش في الحمل. ممكن تكون حقن Depo قد سببت لي العقم؟",ChatGPT 5.6-Sol,Aug,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-020_canonical,fert-020,fertility,canonical,"Hi, myself klml & m 26yrs old. I had a missed abortion in 2nd month and was treated through D&C on 27th Oct. My doc suggested for Ecosprin 75 & Folic acid when Ttc next. Please advice when can i try to conceive now & should i start taking Ecosprin 75?",Infertility | https://www.nhs.uk/conditions/infertility/,"مرحبًا، أنا klml وعمري 26 عامًا. تعرضت لإجهاض فائت في الشهر الثاني، وأُجري لي توسيع وكحت D&C في 27 أكتوبر. نصحني الطبيب بـEcosprin 75 وحمض الفوليك عند محاولة الحمل مرة أخرى. متى يمكنني البدء في المحاولة الآن؟ وهل ينبغي أن أبدأ Ecosprin 75؟","مرحبًا، أنا klml وعندي 26 سنة. تعرضت لإجهاض فائت في الشهر الثاني، وأُجري لي توسيع وكحت D&C في 27 أكتوبر. نصحني الدكتور بـEcosprin 75 وحمض الفوليك عند محاولة الحمل تاني. إمتى أقدر البدء في المحاولة دلوقتي؟ وهل لازم أبدأ Ecosprin 75؟",ChatGPT 5.6-Sol,Sep,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-020_clinical,fert-020,fertility,clinical,"26-year-old patient with history of missed miscarriage at 2 months gestation, treated with D&C on October 27th. Physician recommended Ecosprin 75 and folic acid for next conception attempt. Requests timing guidance for resuming conception attempts and initiation of Ecosprin 75.",Infertility | https://www.nhs.uk/conditions/infertility/,"مريضة تبلغ 26 عامًا ولديها تاريخ إجهاض فائت في الشهر الثاني، عولج بتوسيع وكحت D&C في 27 أكتوبر. أوصى الطبيب بـEcosprin 75 وحمض الفوليك عند محاولة الحمل التالية. تطلب إرشادًا بشأن توقيت استئناف المحاولة وموعد بدء Ecosprin 75.","مريضة عندها 26 سنة ولديها تاريخ إجهاض فائت في الشهر الثاني، عولج بتوسيع وكحت D&C في 27 أكتوبر. أوصى الدكتور بـEcosprin 75 وحمض الفوليك عند محاولة الحمل التالية. تطلب إرشادًا بشأن توقيت استئناف المحاولة وموعد بدء Ecosprin 75.",ChatGPT 5.6-Sol,Oct,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-020_layperson,fert-020,fertility,layperson,"Hi, I'm 26 years old. I had a missed miscarriage in my 2nd month and was treated with a D&C on October 27th. My doctor suggested I take Ecosprin 75 and folic acid when I try to conceive again. Please advise when I can start trying to get pregnant now, and whether I should start taking Ecosprin 75.",Infertility | https://www.nhs.uk/conditions/infertility/,"مرحبًا، عمري 26 عامًا. تعرضت لإجهاض فائت في الشهر الثاني، وأُجري لي D&C في 27 أكتوبر. اقترح الطبيب تناول Ecosprin 75 وحمض الفوليك عند محاولة الحمل مرة أخرى. متى يمكنني البدء في المحاولة الآن، وهل ينبغي أن أبدأ Ecosprin 75؟","مرحبًا، عندي 26 سنة. تعرضت لإجهاض فائت في الشهر الثاني، وأُجري لي D&C في 27 أكتوبر. اقترح الدكتور تناول Ecosprin 75 وحمض الفوليك عند محاولة الحمل تاني. إمتى أقدر البدء في المحاولة دلوقتي، وهل لازم أبدأ Ecosprin 75؟",ChatGPT 5.6-Sol,Nov,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-020_indirect_cultural,fert-020,fertility,indirect_cultural,"Hi, I'm 26. I lost a pregnancy early on and had a procedure done at the end of October to help my body recover. My doctor mentioned some medicines to take when we try again. Please advise when it would be safe to start trying, and whether I should start the medicine now.",Infertility | https://www.nhs.uk/conditions/infertility/,"مرحبًا، عمري 26 عامًا. فقدت حملًا في بدايته وخضعت لإجراء في نهاية أكتوبر لمساعدة جسمي على التعافي. ذكر الطبيب بعض الأدوية لاستخدامها عندما نحاول مرة أخرى. متى يكون من الآمن بدء المحاولة، وهل أبدأ الدواء الآن؟","مرحبًا، عندي 26 سنة. فقدت حملًا في بدايته وخضعت لإجراء في نهاية أكتوبر لمساعدة جسمي على التعافي. ذكر الدكتور بعض الأدوية لاستخدامها عندما بنحاول تاني. إمتى يكون من الآمن بدء المحاولة، وهل أبدأ الدواء دلوقتي؟",ChatGPT 5.6-Sol,Dec,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-020_ambiguous,fert-020,fertility,ambiguous,"I had a procedure done a while back after a loss, and I was told to take certain medicine when trying again — when is it safe to start trying, and should I start the medicine now?",Infertility | https://www.nhs.uk/conditions/infertility/,"خضعت لإجراء قبل فترة بعد فقدان حمل، وقيل لي أن أتناول أدوية معينة عند المحاولة مجددًا. متى يكون من الآمن البدء، وهل أبدأ الدواء الآن؟","خضعت لإجراء من فترة بعد فقدان حمل، وقيل لي أن باخد أدوية معينة عند المحاولة مجددًا. إمتى يكون من الآمن البدء، وهل أبدأ الدواء دلوقتي؟",ChatGPT 5.6-Sol,Jan,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-020_emotionally_concerned,fert-020,fertility,emotionally_concerned,"I'm still healing emotionally — I had a missed miscarriage and a D&C on October 27th. My doctor mentioned Ecosprin 75 and folic acid for next time. Please tell me when I can try to conceive again, and if I should start Ecosprin 75 now.",Infertility | https://www.nhs.uk/conditions/infertility/,"ما زلت أتعافى نفسيًا؛ تعرضت لإجهاض فائت وأُجري لي D&C في 27 أكتوبر. ذكر الطبيب Ecosprin 75 وحمض الفوليك للمرة القادمة. أرجو إخباري متى يمكنني محاولة الحمل مجددًا، وهل ينبغي أن أبدأ Ecosprin 75 الآن؟","لسه أتعافى نفسيًا؛ تعرضت لإجهاض فائت وأُجري لي D&C في 27 أكتوبر. ذكر الدكتور Ecosprin 75 وحمض الفوليك للمرة القادمة. ياريت إخباري إمتى أقدر محاولة الحمل مجددًا، وهل لازم أبدأ Ecosprin 75 دلوقتي؟",ChatGPT 5.6-Sol,Feb,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
fert-021_canonical,fert-021,fertility,canonical,"i have a ton of phlegm in my chest and lost my voice. just a nasty cold. i am also trying to get pregnant-any suggestions of things i can take so i can get my voice back to normal? i feel fine, and when i cough, i am coughing up some nasty green stuff",Infertility | https://www.nhs.uk/conditions/infertility/,"لدي كمية كبيرة من البلغم في صدري وفقدت صوتي، ويبدو أنه زكام شديد. أحاول أيضًا الحمل؛ هل توجد أشياء يمكنني تناولها ليستعيد صوتي طبيعته؟ أشعر أنني بخير عمومًا، لكنني عند السعال أخرج بلغمًا أخضر كثيفًا.","عندي كمية كبيرة من البلغم في صدري وفقدت صوتي، ويبدو أنه زكام شديد. بحاول كمان الحمل؛ فيه أشياء أقدر تناولها ليستعيد صوتي طبيعته؟ حاسّة إنني بخير عمومًا، بس أنا عند السعال أخرج بلغمًا أخضر كثيفًا.",ChatGPT 5.6-Sol,Mar,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
